"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","Display Value","Numeric","Low","High","Comments"
"GHED_CHEGDP_SHA2011","PUBLISHED","2004","AMR","WB_UMI","MEX","5.95","5.95000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2011","AMR","WB_UMI","MEX","5.70","5.70000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2013","AMR","WB_UMI","MEX","5.94","5.94000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2001","WPR","WB_LMI","FSM","8.45","8.45000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2003","WPR","WB_LMI","FSM","9.57","9.57000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2008","WPR","WB_LMI","FSM","11.99","11.99000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2010","WPR","WB_LMI","FSM","13.11","13.11000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2017","WPR","WB_LMI","FSM","12.32","12.32000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2000","EUR","WB_HI","MCO","1.73","1.73000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2007","EUR","WB_HI","MCO","1.79","1.79000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2009","EUR","WB_HI","MCO","2.28","2.28000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2014","EUR","WB_HI","MCO","2.09","2.09000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2016","EUR","WB_HI","MCO","1.63","1.63000","","",""
