"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","EDUCATIONLEVEL","SEX","RESIDENCEAREATYPE","WEALTHQUINTILE","Display Value","Numeric","Low","High","Comments"
"pncall3","EQ_DHS","PUBLISHED","2009","AMR","","GUY","PRLM","","","","88.8","88.83000","","",""
"pncall5","EQ_DHS","PUBLISHED","2009","AMR","","GUY","NHLM","","","","77.1","77.06000","","","Attention. Low sample size- Estimate is based on 25-49 cases."
"pncall3","EQ_DHS","PUBLISHED","2005","AMR","","HTI","PRLM","","","","24.0","24.01000","","",""
"pncall5","EQ_DHS","PUBLISHED","2005","SEAR","","IND","PRLM","","","","40.2","40.21000","","",""
"pncall5","EQ_DHS","PUBLISHED","2007","SEAR","","IDN","NHLM","","","","28.3","28.28000","","",""
"pncall5","EQ_DHS","PUBLISHED","2007","SEAR","","IDN","SHLM","","","","70.6","70.63000","","",""
"pncall3","EQ_DHS","PUBLISHED","2007","EMR","","JOR","PRLM","","","","96.4","96.35000","","",""
"pncall3","EQ_DHS","PUBLISHED","2008","AFR","","KEN","NHLM","","","","23.1","23.13000","","",""
"pncall3","EQ_DHS","PUBLISHED","2009","AFR","","LSO","NHLM","","","","42.4","42.41000","","","Attention. Low sample size- Estimate is based on 25-49 cases."
"pncall3","EQ_DHS","PUBLISHED","2009","AFR","","LSO","SHLM","","","","81.4","81.37000","","",""
"pncall5","EQ_DHS","PUBLISHED","2007","AFR","","LBR","SHLM","","","","71.6","71.61000","","",""
"pncall3","EQ_DHS","PUBLISHED","2008","AFR","","MDG","NHLM","","","","27.5","27.48000","","",""
"pncall3","EQ_DHS","PUBLISHED","2010","AFR","","MWI","PRLM","","","","78.6","78.55000","","",""
"pncall5","EQ_DHS","PUBLISHED","2010","AFR","","MWI","NHLM","","","","69.2","69.17000","","",""
"pncall3","EQ_DHS","PUBLISHED","2009","SEAR","","MDV","PRLM","","","","97.7","97.69000","","",""
"pncall5","EQ_DHS","PUBLISHED","2009","SEAR","","MDV","NHLM","","","","91.7","91.67000","","",""
"pncall3","EQ_DHS","PUBLISHED","2006","AFR","","MLI","PRLM","","","","72.8","72.78000","","",""
"pncall5","EQ_DHS","PUBLISHED","2006","AFR","","MLI","NHLM","","","","41.9","41.94000","","",""
"pncall5","EQ_DHS","PUBLISHED","2006","AFR","","MLI","SHLM","","","","89.9","89.94000","","",""
"pncall3","EQ_DHS","PUBLISHED","2006","SEAR","","NPL","PRLM","","","","21.1","21.14000","","",""
"pncall5","EQ_DHS","PUBLISHED","2006","AFR","","NER","NHLM","","","","13.5","13.50000","","",""
"pncall5","EQ_DHS","PUBLISHED","2006","AFR","","NER","SHLM","","","","81.9","81.92000","","",""
"pncall5","EQ_DHS","PUBLISHED","2008","AFR","","NGA","NHLM","","","","12.8","12.75000","","",""
"pncall5","EQ_DHS","PUBLISHED","2008","AFR","","NGA","SHLM","","","","76.7","76.70000","","",""
"pncall3","EQ_DHS","PUBLISHED","2006","EMR","","PAK","NHLM","","","","29.9","29.91000","","",""
"pncall3","EQ_DHS","PUBLISHED","2006","EMR","","PAK","SHLM","","","","75.8","75.79000","","",""
"pncall3","EQ_DHS","PUBLISHED","2004","AMR","","PER","PRLM","","","","63.4","63.41000","","","Continuous DHS 2004-2008. "
"pncall3","EQ_DHS","PUBLISHED","2008","WPR","","PHL","NHLM","","","","26.4","26.45000","","",""
"pncall3","EQ_DHS","PUBLISHED","2008","WPR","","PHL","SHLM","","","","66.9","66.88000","","",""
"pncall5","EQ_DHS","PUBLISHED","2010","AFR","","RWA","PRLM","","","","76.4","76.37000","","",""
"pncall5","EQ_DHS","PUBLISHED","2008","AFR","","STP","NHLM","","","","77.2","77.23000","","",""
"pncall5","EQ_DHS","PUBLISHED","2008","AFR","","STP","SHLM","","","","92.2","92.16000","","",""
"pncall5","EQ_DHS","PUBLISHED","2010","AFR","","SEN","PRLM","","","","90.4","90.35000","","",""
"pncall3","EQ_DHS","PUBLISHED","2008","AFR","","SLE","PRLM","","","","50.9","50.87000","","",""
"pncall5","EQ_DHS","PUBLISHED","2008","AFR","","SLE","NHLM","","","","39.8","39.81000","","",""
"pncall5","EQ_DHS","PUBLISHED","2006","AFR","","SWZ","SHLM","","","","87.1","87.07000","","",""
"pncall3","EQ_DHS","PUBLISHED","2009","SEAR","","TLS","SHLM","","","","43.7","43.73000","","",""
"pncall5","EQ_DHS","PUBLISHED","2009","SEAR","","TLS","PRLM","","","","19.9","19.88000","","",""
"pncall3","EQ_DHS","PUBLISHED","2006","AFR","","UGA","NHLM","","","","29.4","29.37000","","",""
"pncall3","EQ_DHS","PUBLISHED","2006","AFR","","UGA","SHLM","","","","79.4","79.41000","","",""
"pncall3","EQ_DHS","PUBLISHED","2007","EUR","","UKR","NHLM","","",""," ","","","","Not reported due to very low sample size- Estimate is based on fewer than 25 cases."
"pncall5","EQ_DHS","PUBLISHED","2010","AFR","","TZA","PRLM","","","","59.9","59.88000","","",""
"pncall5","EQ_DHS","PUBLISHED","2007","AFR","","ZMB","PRLM","","","","47.8","47.82000","","",""
"pncall3","EQ_DHS","PUBLISHED","2005","AFR","","ZWE","NHLM","","","","38.6","38.64000","","",""
"pncall3","EQ_DHS","PUBLISHED","2005","AFR","","ZWE","SHLM","","","","82.1","82.14000","","",""
"pncall5","EQ_DHS","PUBLISHED","2005","AFR","","ZWE","PRLM","","","","55.0","54.99000","","",""
"pncall3","EQ_DHS","PUBLISHED","2010","AFR","","ZWE","PRLM","","","","50.8","50.80000","","",""
"pncall5","EQ_DHS","PUBLISHED","2010","AFR","","ZWE","NHLM","","","","43.4","43.36000","","",""
"NUTRITION_564","NLIS_312355","PUBLISHED","2000","WPR","","LAO","","BTSX","","","17.5","17.50000","","",""
"NUTRITION_564","NLIS_312312","PUBLISHED","2000","WPR","","KHM","","BTSX","","","16.9","16.90000","","",""
"NUTRITION_564","NLIS_311443","PUBLISHED","1994","WPR","","VNM","","BTSX","","","13.5","13.50000","","",""
"NUTRITION_564","NLIS_311249","PUBLISHED","1994","WPR","","LAO","","BTSX","","","12.3","12.30000","","",""
"NUTRITION_564","NLIS_312951","PUBLISHED","1999","WPR","","VNM","","MLE","","","12.0","12.00000","","",""
"NUTRITION_564","NLIS_312951","PUBLISHED","2004","WPR","","VNM","","MLE","","","11.9","11.90000","","",""
"NUTRITION_564","NLIS_312951","PUBLISHED","2005","WPR","","VNM","","MLE","","","11.3","11.30000","","",""
"NUTRITION_564","NLIS_313097","PUBLISHED","2010-2011","WPR","","KHM","","BTSX","","","10.8","10.80000","","",""
"NUTRITION_564","NLIS_312951","PUBLISHED","2005","WPR","","VNM","","BTSX","","","10.7","10.70000","","",""
"NUTRITION_564","NLIS_312951","PUBLISHED","2006","WPR","","VNM","","MLE","","","10.5","10.50000","","",""
"NUTRITION_564","NLIS_310318","PUBLISHED","1971-1975","WPR","","PHL","","BTSX","","","9.9","9.90000","","",""
"NUTRITION_564","NLIS_312951","PUBLISHED","2008","WPR","","VNM","","BTSX","","","9.7","9.70000","","",""
"NUTRITION_564","NLIS_312951","PUBLISHED","2000","WPR","","VNM","","FMLE","","","9.3","9.30000","","",""
"NUTRITION_564","NLIS_310320","PUBLISHED","1970","WPR","","SLB","","MLE","","","9.2","9.20000","","",""
"NUTRITION_564","NLIS_312857","PUBLISHED","2006","WPR","","VNM","","BTSX","","","8.4","8.40000","","",""
"NUTRITION_564","NLIS_313153","PUBLISHED","2004","WPR","","FJI","","FMLE","","","8.2","8.20000","","",""
"NUTRITION_564","NLIS_312176","PUBLISHED","1998","WPR","","PHL","","BTSX","","","8.0","8.00000","","",""
"NUTRITION_564","NLIS_313072","PUBLISHED","2008","WPR","","PHL","","MLE","","","7.4","7.40000","","",""
"NUTRITION_564","NLIS_312780","PUBLISHED","2000","WPR","","VNM","","MLE","","","7.1","7.10000","","",""
"NUTRITION_564","NLIS_310416","PUBLISHED","1989-1990","WPR","","PHL","","BTSX","","","6.9","6.90000","","",""
"NUTRITION_564","NLIS_310319","PUBLISHED","1970-1977","WPR","","SGP","","FMLE","","","6.5","6.50000","","",""
"NUTRITION_564","NLIS_313072","PUBLISHED","2008","WPR","","PHL","","FMLE","","","6.4","6.40000","","",""
"NUTRITION_564","NLIS_313004","PUBLISHED","1995","WPR","","CHN","","MLE","","","5.7","5.70000","","",""
"NUTRITION_564","NLIS_313256","PUBLISHED","2013","WPR","","VNM","","BTSX","","","5.7","5.70000","","",""
"NUTRITION_564","NLIS_313255","PUBLISHED","2012","WPR","","TON","","BTSX","","","5.2","5.20000","","",""
"NUTRITION_564","NLIS_312780","PUBLISHED","2000","WPR","","VNM","","FMLE","","","5.1","5.10000","","",""
"NUTRITION_564","NLIS_312017","PUBLISHED","1999","WPR","","MNG","","BTSX","","","4.3","4.30000","","",""
"NUTRITION_564","NLIS_312947","PUBLISHED","2006-2007","WPR","","SLB","","BTSX","","","4.3","4.30000","","",""
"NUTRITION_564","NLIS_311473","PUBLISHED","1992","WPR","","CHN","","MLE","","","4.1","4.10000","","",""
"NUTRITION_564","NLIS_312912","PUBLISHED","2005","WPR","","PNG","","FMLE","","","4.0","4.00000","","",""
"NUTRITION_564","NLIS_313003","PUBLISHED","1990","WPR","","CHN","","FMLE","","","3.8","3.80000","","",""
"NUTRITION_564","NLIS_313080","PUBLISHED","2009","WPR","","CHN","","BTSX","","","3.1","3.10000","","",""
"NUTRITION_564","NLIS_313245","PUBLISHED","2009","WPR","","BRN","","BTSX","","","2.9","2.90000","","",""
"NUTRITION_564","NLIS_313080","PUBLISHED","2009","WPR","","CHN","","FMLE","","","2.7","2.70000","","",""
"NUTRITION_564","NLIS_312872","PUBLISHED","2005","WPR","","MNG","","MLE","","","2.6","2.60000","","",""
"NUTRITION_564","NLIS_313006","PUBLISHED","2000","WPR","","CHN","","FMLE","","","2.1","2.10000","","",""
"NUTRITION_564","NLIS_313195","PUBLISHED","2010","WPR","","MNG","","BTSX","","","1.8","1.80000","","",""
"NUTRITION_564","NLIS_312514","PUBLISHED","1999","WPR","","WSM","","BTSX","","","1.3","1.30000","","",""
"NUTRITION_564","NLIS_313065","PUBLISHED","2007","WPR","","NRU","","BTSX","","","1.0","1.00000","","",""
"NUTRITION_564","NLIS_312755","PUBLISHED","2004","WPR","","MNG","","FMLE","","","0.7","0.70000","","",""
"NUTRITION_564","NLIS_312646","PUBLISHED","2007","WPR","","AUS","","BTSX","","","0.0","0.00000","","",""
"NUTRITION_564","NLIS_311999","PUBLISHED","1997-1998","SEAR","","MDV","","MLE","","","30.7","30.70000","","",""
"NUTRITION_564","NLIS_310387","PUBLISHED","1991-1992","SEAR","","IND","","BTSX","","","21.0","21.00000","","",""
"NUTRITION_564","NLIS_312835","PUBLISHED","1994","SEAR","","BGD","","MLE","","","19.0","19.00000","","",""
"NUTRITION_564","NLIS_312928","PUBLISHED","2007","SEAR","","BGD","","MLE","","","18.4","18.40000","","",""
"NUTRITION_564","NLIS_310370","PUBLISHED","1989-1990","SEAR","","BGD","","BTSX","","","17.5","17.50000","","",""
"NUTRITION_564","NLIS_312835","PUBLISHED","1994","SEAR","","BGD","","BTSX","","","17.4","17.40000","","",""
"NUTRITION_564","NLIS_312922","PUBLISHED","2006-2007","SEAR","","LKA","","MLE","","","16.1","16.10000","","",""
"NUTRITION_564","NLIS_313135","PUBLISHED","2011","SEAR","","BGD","","MLE","","","16.0","16.00000","","",""
"NUTRITION_564","NLIS_312529","PUBLISHED","2002","SEAR","","TLS","","MLE","","","15.9","15.90000","","",""
"NUTRITION_564","NLIS_313135","PUBLISHED","2011","SEAR","","BGD","","BTSX","","","15.7","15.70000","","",""
"NUTRITION_564","NLIS_311935","PUBLISHED","1998","SEAR","","BGD","","BTSX","","","15.6","15.60000","","",""
"NUTRITION_564","NLIS_310303","PUBLISHED","1987","SEAR","","LKA","","MLE","","","15.3","15.30000","","",""
"NUTRITION_564","NLIS_310282","PUBLISHED","1975","SEAR","","NPL","","BTSX","","","15.2","15.20000","","",""
"NUTRITION_564","NLIS_311706","PUBLISHED","1996","SEAR","","NPL","","BTSX","","","15.1","15.10000","","",""
"NUTRITION_564","NLIS_312831","PUBLISHED","1992","SEAR","","BGD","","FMLE","","","14.8","14.80000","","",""
"NUTRITION_564","NLIS_312839","PUBLISHED","1996","SEAR","","BGD","","FMLE","","","14.5","14.50000","","",""
"NUTRITION_564","NLIS_311999","PUBLISHED","1997-1998","SEAR","","MDV","","FMLE","","","14.4","14.40000","","",""
"NUTRITION_564","NLIS_312836","PUBLISHED","1995","SEAR","","BGD","","FMLE","","","14.2","14.20000","","",""
"NUTRITION_564","NLIS_311706","PUBLISHED","1996","SEAR","","NPL","","FMLE","","","14.2","14.20000","","",""
"NUTRITION_564","NLIS_312916","PUBLISHED","2007","SEAR","","IDN","","FMLE","","","13.8","13.80000","","",""
"NUTRITION_564","NLIS_312849","PUBLISHED","2004","SEAR","","BGD","","MLE","","","13.6","13.60000","","",""
"NUTRITION_564","NLIS_312844","PUBLISHED","2000","SEAR","","BGD","","FMLE","","","13.4","13.40000","","",""
"NUTRITION_564","NLIS_312548","PUBLISHED","2001","SEAR","","MDV","","BTSX","","","13.4","13.40000","","",""
"NUTRITION_564","NLIS_312641","PUBLISHED","2003","SEAR","","BGD","","BTSX","","","13.0","13.00000","","",""
"NUTRITION_564","NLIS_312791","PUBLISHED","2006","SEAR","","NPL","","MLE","","","13.0","13.00000","","",""
"NUTRITION_564","NLIS_312791","PUBLISHED","2006","SEAR","","NPL","","BTSX","","","12.7","12.70000","","",""
"NUTRITION_564","NLIS_312849","PUBLISHED","2004","SEAR","","BGD","","FMLE","","","12.0","12.00000","","",""
"NUTRITION_564","NLIS_310282","PUBLISHED","1975","SEAR","","NPL","","FMLE","","","11.9","11.90000","","",""
"NUTRITION_564","NLIS_312413","PUBLISHED","2001","SEAR","","BGD","","FMLE","","","11.6","11.60000","","",""
"NUTRITION_564","NLIS_312529","PUBLISHED","2002","SEAR","","TLS","","FMLE","","","11.4","11.40000","","",""
"NUTRITION_564","NLIS_312784","PUBLISHED","2005","SEAR","","BGD","","FMLE","","","11.1","11.10000","","",""
"NUTRITION_564","NLIS_313286","PUBLISHED","2013","SEAR","","TLS","","BTSX","","","11.0","11.00000","","",""
"NUTRITION_564","NLIS_312336","PUBLISHED","2001","SEAR","","NPL","","FMLE","","","10.3","10.30000","","",""
"NUTRITION_564","NLIS_312661","PUBLISHED","2003","SEAR","","MMR","","FMLE","","","9.8","9.80000","","",""
"NUTRITION_564","NLIS_313229","PUBLISHED","2012-2013","SEAR","","BGD","","BTSX","","","9.6","9.60000","","",""
"NUTRITION_564","NLIS_313123","PUBLISHED","2009-2010","SEAR","","MMR","","MLE","","","8.7","8.70000","","",""
"NUTRITION_564","NLIS_312962","PUBLISHED","2004","SEAR","","PRK","","BTSX","","","8.5","8.50000","","",""
"NUTRITION_564","NLIS_313123","PUBLISHED","2009-2010","SEAR","","MMR","","BTSX","","","7.9","7.90000","","",""
"NUTRITION_564","NLIS_310291","PUBLISHED","1983","SEAR","","MDV","","BTSX","","","7.7","7.70000","","",""
"NUTRITION_564","NLIS_312010","PUBLISHED","1993","SEAR","","THA","","BTSX","","","7.3","7.30000","","",""
"NUTRITION_564","NLIS_313123","PUBLISHED","2009-2010","SEAR","","MMR","","FMLE","","","7.1","7.10000","","",""
"NUTRITION_564","NLIS_312794","PUBLISHED","2001","SEAR","","IDN","","MLE","","","6.2","6.20000","","",""
"NUTRITION_564","NLIS_312481","PUBLISHED","2005-2006","SEAR","","THA","","BTSX","","","4.7","4.70000","","",""
"NUTRITION_564","NLIS_312794","PUBLISHED","2000","SEAR","","IDN","","FMLE","","","4.6","4.60000","","",""
"NUTRITION_564","NLIS_312015","PUBLISHED","1999","SEAR","","BTN","","MLE","","","3.3","3.30000","","",""
"NUTRITION_564","NLIS_311758","PUBLISHED","1996","EUR","","UZB","","FMLE","","","14.0","14.00000","","",""
"NUTRITION_564","NLIS_312361","PUBLISHED","2000","EUR","","ALB","","BTSX","","","12.2","12.20000","","",""
"NUTRITION_564","NLIS_312361","PUBLISHED","2000","EUR","","ALB","","FMLE","","","11.5","11.50000","","",""
"NUTRITION_564","NLIS_313062","PUBLISHED","2008-2009","EUR","","ALB","","BTSX","","","9.4","9.40000","","",""
"NUTRITION_564","NLIS_312862","PUBLISHED","2005","EUR","","TJK","","MLE","","","9.0","9.00000","","",""
"NUTRITION_564","NLIS_312629","PUBLISHED","2002","EUR","","UZB","","BTSX","","","8.9","8.90000","","",""
"NUTRITION_564","NLIS_312862","PUBLISHED","2005","EUR","","TJK","","BTSX","","","8.7","8.70000","","",""
"NUTRITION_564","NLIS_312629","PUBLISHED","2002","EUR","","UZB","","MLE","","","8.7","8.70000","","",""
"NUTRITION_564","NLIS_312288","PUBLISHED","2000","EUR","","UKR","","BTSX","","","8.2","8.20000","","",""
"NUTRITION_564","NLIS_312879","PUBLISHED","2005","EUR","","ALB","","FMLE","","","7.4","7.40000","","",""
"NUTRITION_564","NLIS_311674","PUBLISHED","1995","EUR","","KAZ","","BTSX","","","7.3","7.30000","","",""
"NUTRITION_564","NLIS_312304","PUBLISHED","2000","EUR","","TKM","","BTSX","","","7.1","7.10000","","",""
"NUTRITION_564","NLIS_312933","PUBLISHED","2006","EUR","","AZE","","BTSX","","","6.8","6.80000","","",""
"NUTRITION_564","NLIS_313069","PUBLISHED","2007","EUR","","TJK","","MLE","","","6.8","6.80000","","",""
"NUTRITION_564","NLIS_313069","PUBLISHED","2007","EUR","","TJK","","BTSX","","","6.7","6.70000","","",""
"NUTRITION_564","NLIS_312362","PUBLISHED","2000","EUR","","BIH","","FMLE","","","6.3","6.30000","","",""
"NUTRITION_564","NLIS_312551","PUBLISHED","2003","EUR","","TJK","","BTSX","","","5.9","5.90000","","",""
"NUTRITION_564","NLIS_312785","PUBLISHED","2005","EUR","","ARM","","MLE","","","5.8","5.80000","","",""
"NUTRITION_564","NLIS_313117","PUBLISHED","2010","EUR","","ARM","","MLE","","","4.9","4.90000","","",""
"NUTRITION_564","NLIS_312866","PUBLISHED","2005","EUR","","MKD","","FMLE","","","4.5","4.50000","","",""
"NUTRITION_564","NLIS_312477","PUBLISHED","2000","EUR","","ROU","","BTSX","","","4.3","4.30000","","",""
"NUTRITION_564","NLIS_313117","PUBLISHED","2010","EUR","","ARM","","BTSX","","","4.2","4.20000","","",""
"NUTRITION_564","NLIS_312764","PUBLISHED","2001-2002","EUR","","CZE","","FMLE","","","4.0","4.00000","","",""
"NUTRITION_564","NLIS_311387","PUBLISHED","1993","EUR","","TUR","","MLE","","","4.0","4.00000","","",""
"NUTRITION_564","NLIS_312477","PUBLISHED","2001","EUR","","ROU","","BTSX","","","3.9","3.90000","","",""
"NUTRITION_564","NLIS_313159","PUBLISHED","2010-2011","EUR","","KAZ","","FMLE","","","3.7","3.70000","","",""
"NUTRITION_564","NLIS_312827","PUBLISHED","2005-2006","EUR","","KGZ","","MLE","","","3.5","3.50000","","",""
"NUTRITION_564","NLIS_312827","PUBLISHED","2005-2006","EUR","","KGZ","","BTSX","","","3.4","3.40000","","",""
"NUTRITION_564","NLIS_312866","PUBLISHED","2005","EUR","","MKD","","BTSX","","","3.4","3.40000","","",""
"NUTRITION_564","NLIS_311865","PUBLISHED","1998","EUR","","ARM","","BTSX","","","3.3","3.30000","","",""
"NUTRITION_564","NLIS_312827","PUBLISHED","2005-2006","EUR","","KGZ","","FMLE","","","3.2","3.20000","","",""
"NUTRITION_564","NLIS_312756","PUBLISHED","2004","EUR","","MKD","","FMLE","","","3.2","3.20000","","",""
"NUTRITION_564","NLIS_312889","PUBLISHED","2005","EUR","","GEO","","FMLE","","","3.0","3.00000","","",""
"NUTRITION_564","NLIS_311996","PUBLISHED","1998","EUR","","TUR","","BTSX","","","3.0","3.00000","","",""
"NUTRITION_564","NLIS_311841","PUBLISHED","1997","EUR","","KGZ","","FMLE","","","2.9","2.90000","","",""
"pncall3","EQ_DHS","PUBLISHED","2008","EUR","","ALB","","MLE","","","98.2","98.22000","","",""
"pncall3","EQ_DHS","PUBLISHED","2006","EUR","","AZE","","MLE","","","83.9","83.86000","","",""
"pncall3","EQ_DHS","PUBLISHED","2006","EUR","","AZE","","FMLE","","","83.3","83.31000","","",""
"pncall5","EQ_DHS","PUBLISHED","2006","EUR","","AZE","","MLE","","","82.4","82.37000","","",""
"pncall3","EQ_DHS","PUBLISHED","2005","WPR","","KHM","","MLE","","","31.0","30.96000","","",""
"pncall5","EQ_DHS","PUBLISHED","2010","WPR","","KHM","","MLE","","","62.9","62.90000","","",""
"pncall5","EQ_DHS","PUBLISHED","2010","WPR","","KHM","","FMLE","","","63.1","63.08000","","",""
"pncall3","EQ_DHS","PUBLISHED","2005","AFR","","COG","","MLE","","","83.6","83.60000","","",""
"pncall3","EQ_DHS","PUBLISHED","2007","AFR","","COD","","MLE","","","74.0","74.04000","","",""
"pncall3","EQ_DHS","PUBLISHED","2007","AFR","","COD","","FMLE","","","72.0","71.98000","","",""
"pncall5","EQ_DHS","PUBLISHED","2007","AFR","","COD","","MLE","","","74.3","74.30000","","",""
"pncall5","EQ_DHS","PUBLISHED","2007","AMR","","DOM","","MLE","","","98.9","98.92000","","",""
"pncall5","EQ_DHS","PUBLISHED","2007","AMR","","DOM","","FMLE","","","99.1","99.09000","","",""
"pncall5","EQ_DHS","PUBLISHED","2008","EMR","","EGY","","MLE","","","73.2","73.21000","","",""
"pncall5","EQ_DHS","PUBLISHED","2008","EMR","","EGY","","FMLE","","","72.5","72.47000","","",""
"pncall3","EQ_DHS","PUBLISHED","2011","AFR","","ETH","","MLE","","","11.2","11.17000","","",""
"pncall3","EQ_DHS","PUBLISHED","2005","AMR","","HND","","MLE","","","71.8","71.81000","","",""
"pncall3","EQ_DHS","PUBLISHED","2005","AMR","","HND","","FMLE","","","71.8","71.80000","","",""
"pncall5","EQ_DHS","PUBLISHED","2005","AMR","","HND","","MLE","","","72.5","72.51000","","",""
"pncall5","EQ_DHS","PUBLISHED","2005","AMR","","HND","","FMLE","","","72.1","72.09000","","",""
"pncall3","EQ_DHS","PUBLISHED","2005","SEAR","","IND","","MLE","","","43.6","43.57000","","",""
"pncall3","EQ_DHS","PUBLISHED","2005","SEAR","","IND","","FMLE","","","40.5","40.48000","","",""
"pncall5","EQ_DHS","PUBLISHED","2005","SEAR","","IND","","MLE","","","43.8","43.79000","","",""
"pncall5","EQ_DHS","PUBLISHED","2005","SEAR","","IND","","FMLE","","","41.1","41.10000","","",""
"pncall5","EQ_DHS","PUBLISHED","2007","SEAR","","IDN","","FMLE","","","57.4","57.36000","","",""
"pncall3","EQ_DHS","PUBLISHED","2009","AFR","","LSO","","FMLE","","","64.9","64.88000","","",""
"pncall5","EQ_DHS","PUBLISHED","2009","AFR","","LSO","","MLE","","","64.6","64.62000","","",""
"pncall5","EQ_DHS","PUBLISHED","2009","AFR","","LSO","","FMLE","","","66.8","66.78000","","",""
"pncall3","EQ_DHS","PUBLISHED","2008","AFR","","MDG","","MLE","","","45.3","45.26000","","",""
"pncall3","EQ_DHS","PUBLISHED","2008","AFR","","MDG","","FMLE","","","45.8","45.81000","","",""
"pncall5","EQ_DHS","PUBLISHED","2008","AFR","","MDG","","MLE","","","46.4","46.43000","","",""
"pncall5","EQ_DHS","PUBLISHED","2008","AFR","","MDG","","FMLE","","","47.0","47.04000","","",""
"pncall3","EQ_DHS","PUBLISHED","2010","AFR","","MWI","","MLE","","","80.4","80.45000","","",""
"pncall3","EQ_DHS","PUBLISHED","2009","SEAR","","MDV","","MLE","","","99.0","99.01000","","",""
"pncall5","EQ_DHS","PUBLISHED","2008","AFR","","NGA","","MLE","","","40.3","40.32000","","",""
"pncall5","EQ_DHS","PUBLISHED","2008","AFR","","NGA","","FMLE","","","41.0","40.99000","","",""
"pncall3","EQ_DHS","PUBLISHED","2006","EMR","","PAK","","MLE","","","43.3","43.26000","","",""
"pncall5","EQ_DHS","PUBLISHED","2006","EMR","","PAK","","MLE","","","42.4","42.36000","","",""
"pncall3","EQ_DHS","PUBLISHED","2008","AFR","","STP","","MLE","","","85.6","85.63000","","",""
"pncall3","EQ_DHS","PUBLISHED","2008","AFR","","STP","","FMLE","","","84.4","84.36000","","",""
"pncall5","EQ_DHS","PUBLISHED","2010","AFR","","SEN","","MLE","","","80.1","80.09000","","",""
